% Title: Dictionary database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION dictionary original 
@ATTRIBUTE word String 
@ATTRIBUTE usefulVotesPercent {A,B,C,D,E}
@ATTRIBUTE usefulnessPercent {A,B,C,D,E}

@DATA 
peace,D,A
village,D,B
dryness,B,D
athlete,B,B
stetson,C,C
clothes,C,B
sight,D,B
clothed,C,B
siracha,C,C
peaks,B,A
sayings,D,B
signs,C,B
worms,B,B
mustve,A,A
works,C,B
frisbee,B,A
world,C,B
derek,C,A
ocotillo,B,B
flavorsthe,B,C
worki,A,C
tapped,D,B
derby,D,B
words,D,B
rawhide,B,C
applying,C,A
musubi,B,A
hodgepodge,D,E
companies,B,D
explain,C,B
acacia,D,C
mushrooms,C,B
impossible,C,B
hosts,D,B
impossibly,C,C
dumpling,B,B
friscos,A,C
worth,B,A
unpredictable,B,B
permit,D,C
mentioning,C,A
spelling,C,C
chiropractic,B,D
describing,D,C
savory,D,B
swelling,C,E
worst,C,A
worse,C,B
worry,C,B
dissapointing,B,D
quintessential,D,C
common,C,C
desks,D,B
unorganized,B,A
pernil,B,D
vinagrette,B,B
deseo,B,C
commit,D,A
pearl,D,E
pears,D,B
companion,C,C
sopressata,D,E
tamarind,D,B
bicycles,D,A
barros,B,D
wellthis,D,C
barrio,D,C
baked,C,B
bakes,C,C
baker,D,B
syrah,D,E
skipped,D,A
themthe,B,A
uncooked,B,A
balls,D,B
wellthey,C,C
packing,C,A
brimming,A,A
youthful,D,B
verify,B,C
hopes,D,B
hoped,C,A
defiantly,B,A
brings,C,B
neighbor,C,B
exact,C,B
competitive,B,A
energy,C,B
yourselves,D,B
chiropractor,B,D
deter,C,B
premixed,C,C
incorrect,B,C
gnarly,D,B
syrup,D,A
sandwichthe,C,B
beerwine,B,A
competition,C,A
sysco,C,A
admired,A,C
heartbroken,A,C
hoops,B,D
government,D,D
chilis,B,A
mexicana,C,D
exclusive,D,C
mexicans,C,C
tightly,C,A
chilly,C,B
chilli,B,D
mexicali,C,A
kielbasa,B,D
carlton,C,E
generally,C,B
panties,A,A
peroni,C,C
bedrooms,C,C
warranties,B,B
chipped,B,A
boasting,D,D
chipper,C,B
childs,B,A
chiles,C,C
thoughtful,C,B
overpowered,C,A
customers,C,B
devil,C,A
tighter,A,C
veteran,D,B
respite,B,C
logged,D,B
confession,A,C
tinted,C,A
nowi,D,C
exams,C,A
nova,C,A
orecchiette,E,E
nous,A,C
hoppy,B,C
pizzas,C,B
pizzai,D,C
noir,D,B
peeve,C,A
reopening,C,A
unforgettable,B,A
wildfish,A,C
excel,D,B
rattle,D,C
peeps,D,B
dente,C,B
peers,A,B
dense,C,A
chimay,D,C
honey,C,B
nori,C,C
norm,C,A
slushy,C,A
peels,C,D
honda,B,D
cardboard,C,A
noti,A,A
note,C,B
nosh,C,C
nose,D,A
disappears,C,C
proceed,D,B
none,C,B
broccolini,D,B
chimis,B,A
noon,B,B
nope,D,B
nono,D,B
nook,C,C
richard,A,B
selling,C,B
snooty,C,B
denim,C,C
stares,A,B
homme,E,C
stared,A,C
everthe,B,A
starch,C,C
pakoras,B,B
rectangular,D,E
blessings,B,B
marcos,B,C
noca,D,C
nobs,B,A
nobu,D,C
engaging,C,B
slivered,C,E
process,C,B
courage,A,C
substitutions,B,A
charcoal,D,C
bouillabaisse,B,D
discarded,D,C
convincing,A,B
insufficient,B,B
familyfriendly,D,A
wongs,C,A
sided,C,B
wonka,A,A
sidei,B,A
sides,C,B
screwing,D,A
chinos,D,C
baggy,C,C
proteins,C,A
hooks,D,C
bagel,B,A
honor,D,B
mulligans,D,E
joints,B,A
watery,B,A
branding,D,C
waters,C,B
specifically,C,A
marble,D,C
oolong,B,B
woody,C,A
woods,C,B
joined,A,B
woken,C,C
tomasos,B,A
yells,C,B
flickering,D,B
conducive,C,B
rising,D,C
yelps,A,B
yelpi,E,B
amiable,A,E
thousand,C,B
holes,B,A
entering,D,B
holds,C,B
meetup,B,A
depot,B,D
workmanship,B,D
fixings,B,A
stated,C,A
anticipation,A,B
commercialized,B,A
depth,C,B
encouragement,B,D
healthiest,B,A
lackadaisical,C,D
anticipating,D,E
inevitable,A,C
commission,C,B
inevitably,D,B
territory,D,A
states,C,B
comply,B,C
logans,B,A
pecan,D,A
camera,C,B
smattering,D,B
person,C,B
infestation,B,E
casserole,C,A
drawer,D,C
tiramisu,B,B
status,D,A
camels,C,D
disappointed,B,A
statue,A,B
crispness,C,B
scoffed,A,C
starsi,D,C
ownerchef,D,E
wearing,D,B
starts,C,B
qualitythe,C,C
revealed,A,E
financial,D,C
starve,D,E
marcus,A,B
slutty,A,B
pedis,D,A
convinced,D,B
sellers,C,C
homei,D,C
arcadia,D,B
homey,C,B
homer,D,A
homes,D,B
comped,C,B
customary,C,A
financing,B,D
pedal,C,D
holly,C,D
packets,C,A
somewhere,C,B
oakland,A,B
holla,A,C
widely,B,A
carlsbad,D,B
woman,D,B
greenway,C,B
criticisms,D,C
dressings,C,B
helpfulthe,B,B
stressed,C,B
women,D,B
bumpy,C,A
mussel,C,B
estimated,B,D
column,A,A
hipster,D,B
estimates,B,A
medallions,C,C
shoulders,C,B
teeter,A,B
asians,D,A
nearing,D,A
grouchy,B,A
absolute,B,A
refreshingly,D,B
builds,C,E
maximize,D,C
netflix,D,C
atrocious,C,A
accolades,D,B
showered,C,B
hallway,D,B
bumps,C,A
bragging,C,A
visions,D,B
blaring,C,B
gratuity,D,B
wedding,B,A
grabbing,D,B
premises,B,A
pigeon,D,B
facebook,C,B
arctic,D,E
sends,C,D
imagining,C,A
crime,A,C
twelve,D,B
expedition,B,D
bulbs,C,A
wishes,C,A
senor,B,A
wished,C,B
crisp,D,B
restricted,D,A
massaging,B,C
incidents,C,A
celebratory,C,B
sense,D,B
bully,E,C
bulls,C,B
matter,C,B
permeated,A,C
awareness,D,C
nightwe,D,B
candlelight,C,A
dating,D,B
tiffany,C,D
fiancee,B,C
stingray,B,C
fingerling,D,A
pittsburgh,C,B
fiances,B,B
locate,B,B
approaching,C,C
gatherings,D,B
cambodian,D,B
transfer,B,B
airline,D,C
wisdom,C,A
locale,C,C
outings,B,B
locals,B,A
temples,D,B
somethings,B,A
somethingi,A,A
struck,A,B
actual,C,B
kiosks,C,B
mechanic,B,D
growlers,C,E
pazookie,B,B
sausage,C,B
portfolio,A,B
confess,C,B
strung,D,D
mysterious,A,A
flimsy,C,A
interacting,C,A
knob,D,B
airconditioned,B,C
wisely,A,C
carefree,C,A
fairness,C,A
accross,B,D
profusely,D,C
endure,A,D
fillings,C,B
know,D,B
knot,B,C
patties,D,B
twenty,C,B
knew,D,B
knee,C,A
asiana,B,D
recliner,A,D
knit,D,C
asiago,C,B
bundt,B,A
apathetic,C,A
bunch,D,B
interaction,B,A
nightly,D,A
bunny,D,C
bunna,A,C
escolar,C,C
bunky,D,B
interactive,C,A
nearest,C,B
kors,D,E
visited,B,A
ceaser,B,A
kona,B,A
kong,C,B
etcthey,D,B
oregano,C,C
kool,C,B
crispiness,D,B
ceasar,B,A
recovering,D,C
build,C,B
built,C,B
january,C,A
proudly,C,C
crock,B,E
professionals,C,C
ciabatta,C,A
kobe,B,A
glasses,D,C
mekong,C,A
condiment,C,B
couscous,D,B
meticulous,B,B
patatas,A,E
educate,C,C
autostrada,A,C
toppings,B,A
arteries,D,C
accommodate,C,B
kyoto,B,B
shoveling,C,A
rambling,C,E
teensy,B,B
flight,C,B
opted,C,B
serve,C,B
kiddies,C,B
complications,A,A
tastings,C,C
updating,C,B
visitor,C,B
proportions,C,A
stressful,D,B
tammie,A,C
pulled,C,A
cartridge,B,A
meaning,D,B
weddings,C,B
veterinary,C,D
courtney,A,A
respond,D,B
regarding,C,A
savings,C,A
virgins,A,B
kidding,D,B
horses,C,A
krab,C,A
validate,C,C
autozone,B,B
summarize,B,A
kashmans,D,C
roommate,C,A
sacred,A,A
carrabas,B,A
tomatoey,C,C
tomatoes,C,B
spotlessly,D,C
distracted,C,B
afforded,D,A
salvadorian,D,D
horrified,A,C
blocked,D,C
decadence,A,B
chances,C,B
growling,D,D
tournaments,C,A
laughed,D,B
hastily,D,C
aokay,A,C
positives,B,B
oprah,A,B
justified,D,B
swanky,D,C
farrellis,D,E
pattern,D,C
atkins,C,C
sudden,D,B
flamenco,B,B
brochure,B,A
divided,C,A
cross,D,B
isbut,B,A
crown,C,B
crows,A,C
setup,B,B
crowd,C,B
peoplei,C,A
guacamole,B,B
peoples,C,B
reputation,C,B
itthis,C,B
elegantly,B,C
broadway,C,A
preparation,C,B
violations,C,C
tabasco,B,B
yetthe,C,C
ethiopian,C,B
affiliated,D,C
vinegars,B,A
vinegary,A,B
itthey,D,C
flirting,D,C
grassfed,B,D
jeans,D,B
costco,C,B
waterfall,B,A
history,D,B
butte,D,C
everybody,C,B
poblano,C,B
butts,D,E
occurred,C,B
interview,B,E
bleach,C,A
seedy,D,D
seeds,D,B
selfproclaimed,C,A
costly,B,C
national,D,C
lanterns,D,C
seems,B,A
chemically,D,C
sprinkled,D,B
conditions,B,A
sprinkler,B,A
sprinkles,D,A
kurt,B,D
crudo,A,E
crude,A,D
flatware,D,D
replete,A,E
languages,D,A
cruel,A,A
devastated,C,A
changed,C,A
crumb,C,A
kabuki,C,A
tribute,A,A
kung,B,A
changes,B,A
sherbet,C,B
willingness,D,C
crust,B,A
cayenne,C,B
crush,A,B
scottsdale,C,B
jewelry,C,B
texmex,B,B
infested,D,A
albacore,B,B
husband,B,A
consultation,C,A
oppressive,A,C
sublime,A,C
jeweler,B,A
yankee,C,C
tempted,D,B
describe,D,B
moaning,A,C
combat,C,B
kwan,C,D
courses,C,B
coursei,D,B
kittens,C,B
schnitzel,C,B
wiseguy,A,C
delighted,D,B
booking,B,A
albeit,C,C
pediatrician,B,A
problem,B,A
buren,D,C
burbs,D,B
mckellips,B,B
laminated,D,B
networking,B,A
premiere,C,B
apparently,D,B
diamondback,B,D
honored,C,B
living,C,B
railing,D,E
cabinets,D,C
zillion,D,C
plastered,D,A
meander,D,B
museum,C,A
upright,A,B
tastiest,D,B
torture,D,A
professional,B,A
actors,D,A
hopefully,C,B
kitchen,C,B
festival,D,C
campfire,C,A
headphones,B,D
positions,C,A
ellipticals,C,C
locker,D,C
locked,C,B
texted,A,B
polishing,B,E
nowadays,C,B
staples,C,B
licensed,C,C
kyle,C,A
channel,C,A
freeways,C,A
locationthe,B,A
duplicate,C,A
busyi,B,C
honeymoon,B,C
milkshake,B,A
obviously,C,B
twitter,A,A
mabels,A,C
sunshine,D,C
scanning,D,A
goodoverall,B,A
cosmic,B,B
courtesy,D,B
suprised,B,B
replica,D,C
hundreds,D,B
spelled,C,C
replied,C,B
recieve,C,B
usage,D,C
diaper,C,A
replies,A,C
embarassed,D,A
communities,A,C
escalators,C,B
organizations,A,C
sells,C,B
boulders,C,A
burst,D,B
flirty,A,C
burnt,C,A
burns,A,B
absolut,A,C
officially,A,C
cosmos,D,A
burro,C,A
struggling,C,B
contacted,B,B
severely,C,B
timeshare,B,A
institute,C,B
townthe,D,D
confirm,C,B
buses,D,C
bombarded,C,B
muscle,C,A
mature,B,A
largest,D,B
compensated,B,A
partaking,D,C
largely,C,B
pitcher,C,C
pitches,B,D
pitched,D,B
fantabulous,C,C
sweetsour,A,D
peoria,C,B
broasted,B,D
laughable,A,C
wicked,D,B
adding,D,B
addict,C,A
marijuana,C,E
specialthe,C,A
exciting,C,B
cranky,D,A
familyowned,B,B
practiced,B,A
thingies,D,C
practices,C,A
rodeo,C,B
lively,C,A
drooled,D,B
medium,C,A
practical,D,A
pouring,D,C
amidst,D,B
watermelon,C,B
papas,B,A
paper,C,B
donate,C,A
society,A,B
tamale,C,B
colder,B,B
overcharging,C,A
intervals,A,B
exploration,A,E
similarities,D,C
kabobs,C,B
coursethe,B,C
donald,E,A
oaxacan,D,A
usuals,C,C
alliance,B,D
parts,C,A
party,C,B
citynorth,B,A
iruna,D,A
addicting,B,B
knowledgable,B,D
pancakes,C,B
crunchy,C,B
arcade,C,A
antsy,D,A
addictive,C,B
jamaican,C,B
honeydew,B,B
installing,B,C
roger,C,A
groupon,B,A
addiction,C,B
customizable,C,A
customer,B,A
rundown,C,C
varietals,C,C
whatever,C,B
people,C,B
parks,C,B
parma,B,A
suddenly,D,C
paris,D,C
jewel,C,B
libation,D,C
flavorful,B,A
degree,D,B
rediculous,B,E
thatthe,D,C
complicated,C,B
cosmetics,D,C
piestewa,E,C
sourcing,A,E
pasty,C,B
pasta,C,A
paste,D,B
extensive,C,B
osborn,D,C
melty,D,B
melts,B,B
urban,D,B
forget,C,B
rangers,C,E
melon,D,B
requesting,C,B
extension,B,B
everchanging,D,A
recognition,C,A
settled,C,B
strongbow,C,A
definitively,B,D
crystals,A,B
tabbouleh,D,C
encouraging,C,C
forgot,C,A
critical,C,B
previous,C,A
massaman,B,A
addressed,B,B
addresses,D,B
herethe,C,B
rogue,D,B
zinburger,B,D
payton,D,C
ecuadorian,D,C
accidents,D,A
spanakopita,D,C
preferences,C,B
strongest,D,A
wellknown,B,A
coughing,B,A
palms,D,B
obnoxious,D,B
mentality,D,B
colada,B,A
inconvenient,B,D
palak,C,A
stereotype,D,B
organics,D,A
pales,C,E
anxious,C,A
unlimited,C,A
thirsty,D,B
repeatedly,C,B
unappealing,B,D
sheriff,D,D
residents,D,B
arches,D,D
fountain,B,A
achieve,D,B
carpets,B,A
details,D,B
temporarily,C,E
methods,D,B
monroe,D,E
opinion,C,A
medley,C,A
menus,D,B
varieties,C,B
former,D,C
wonderfully,C,B
formed,D,C
menui,C,B
roast,C,A
loving,D,A
recipes,C,A
bewildered,A,C
residence,C,A
overbearing,B,B
irons,B,C
irony,A,B
roads,C,B
roach,D,C
employees,B,A
americans,D,B
ashley,B,C
americana,C,A
americano,C,C
steadily,C,D
godiva,D,C
escargot,C,A
periods,B,D
pants,C,B
pocket,D,A
kays,B,A
robyn,A,B
kate,A,E
simmered,D,C
panna,D,B
jesse,B,B
caffeine,D,A
panko,D,C
jesus,A,B
entres,B,A
entree,C,B
robot,D,A
panic,A,B
panel,D,B
waaaaay,C,E
dentist,B,D
robes,C,B
lovely,D,B
assembled,C,A
panda,B,A
goodness,D,B
robin,C,B
renovation,B,A
renovating,B,E
hereyou,C,C
setting,C,B
ranging,C,C
hordes,D,C
enthused,C,A
downward,D,B
warrants,D,B
warranty,B,D
lovers,C,B
kama,C,A
julios,B,D
format,C,C
formal,C,C
kale,B,A
convert,B,B
chalkboard,D,C
thatthey,A,C
requested,C,A
sufficiently,D,C
strawberries,C,A
targets,B,B
thatthis,B,A
jetta,A,B
polished,A,B
flavoring,B,B
sister,C,B
endive,A,B
lowdown,D,E
mmmmmmm,B,B
crafty,D,B
crafts,C,C
appearing,A,A
urged,C,A
carnival,D,B
replace,C,A
rocky,D,B
rocks,C,B
months,C,B
vehicles,B,A
corral,B,B
hummus,C,B
ending,D,A
forbid,D,D
leisure,C,B
narrowing,D,A
anime,C,C
colleague,B,B
sodium,C,A
sunrise,B,B
wholesale,C,A
sewer,C,B
thatits,B,A
regrets,B,B
anise,D,A
donkey,C,C
horrid,B,B
deadline,B,A
buddy,C,A
goers,C,A
merch,D,A
gallon,C,A
mercy,D,C
sever,B,B
seven,D,B
payed,C,A
heirloom,C,C
pablano,D,C
horror,A,A
previews,D,C
budge,C,D
sixteen,C,B
paying,C,B
tenants,D,A
tranquility,D,C
merry,C,E
collar,D,A
carnitas,C,B
irked,C,A
hereits,D,C
faulty,B,D
academy,D,B
merit,C,B
fellow,D,C
saturdays,C,B
direct,C,B
vegetables,C,A
refills,B,A
jerry,D,D
raintree,C,A
humble,D,C
memorable,C,A
massively,A,C
spatula,D,A
pitchers,C,B
language,C,B
bueno,C,A
ankle,A,C
immersed,D,A
jerks,D,B
northern,C,B
jerky,D,B
nowthe,D,C
nephew,B,B
messy,C,B
ghanoush,D,C
keys,C,A
hinted,A,C
colors,D,B
obtained,A,B
refined,C,A
albums,C,A
kept,C,B
pholicious,A,C
fantastic,B,A
businessmen,C,B
cracks,D,B
meter,C,B
alumni,B,C
methe,C,B
tabouli,B,C
taboule,B,B
urine,D,A
metal,C,B
humane,A,C
humans,D,C
economic,D,E
celebrating,D,B
celebration,C,B
predictable,C,B
heights,C,B
rachel,C,C
opera,D,A
predictably,C,B
improving,B,A
tongue,C,B
addons,C,A
opens,D,B
entertain,C,A
enthralled,C,B
illuminated,D,C
fountains,C,B
hacienda,B,C
metta,C,C
metro,D,B
activities,C,B
crabby,C,C
hispanic,C,B
pizzaria,B,D
twinkling,B,B
kegs,C,A
racing,C,B
keen,C,A
keep,C,B
defense,C,A
racist,C,B
thingthe,C,B
navajo,E,A
ceviches,B,C
spanikopita,D,B
toppers,D,E
intimidated,D,A
patio,C,B
exponentially,C,B
beverages,C,B
recently,B,A
hassle,C,A
tonics,D,C
johnny,D,C
patch,D,A
wonder,D,B
countless,C,A
subjected,D,A
paths,D,B
scottish,C,C
leasing,B,D
temperature,C,B
basically,C,B
veritable,D,B
monica,B,A
khai,B,C
annoy,D,A
springs,B,B
forest,D,B
quarter,C,B
heartburn,C,C
nonexistent,C,B
massages,C,B
venturing,C,C
massaged,B,A
patsy,B,B
tonite,C,E
mildly,C,B
blends,C,C
patty,C,A
towners,C,A
annie,A,A
critters,C,B
smashfries,B,D
lingonberry,C,A
goals,B,B
achiote,D,B
anxiety,C,D
reminiscent,D,B
paula,D,A
mildew,C,D
milder,A,B
pause,C,B
suspicion,D,C
easleys,E,B
goats,A,B
glitters,B,B
forgetting,C,A
pizzathe,B,B
nightclubs,C,E
donnas,B,D
integrity,D,B
objective,C,A
grouper,B,B
dying,C,B
jenga,B,A
oregon,C,A
amigos,C,A
jenny,C,D
jenna,B,D
roasting,D,B
flavorthe,C,B
nieces,C,E
kiwi,C,A
congested,B,A
kiss,A,C
minibar,C,C
kits,C,A
strawberry,C,A
guiding,C,B
pavle,A,C
paved,D,C
fellas,A,D
feeding,C,A
complemented,C,A
leashes,A,A
cousins,C,B
abomination,D,B
suspects,C,B
marking,A,A
classmates,B,E
categorized,D,A
monkey,D,C
avoids,C,C
orleans,B,B
invented,D,A
relationships,A,B
louisiana,D,B
maintained,B,A
nogada,C,E
forced,D,B
forces,D,B
monthly,B,A
grounds,B,A
stinkin,D,A
kick,C,B
irish,C,B
sectioned,C,C
milano,A,E
meyer,D,B
suckered,B,A
kids,B,A
bucks,C,B
galore,D,C
garfield,C,B
bouquet,B,A
topping,C,A
king,C,B
kind,C,B
kill,C,B
bucco,C,D
kilt,B,B
beverage,D,B
jello,D,A
elbows,D,A
jelly,C,B
cannolis,B,A
confused,D,B
herebut,B,C
royal,D,C
croquetas,C,C
straightup,C,B
andre,C,A
swapped,D,A
answering,C,A
forbidden,D,D
andor,C,B
minimum,C,B
sarcasm,D,B
posole,B,B
shoved,D,C
shovel,B,A
oldest,D,C
downfall,B,A
evidenced,D,E
purposely,D,A
chintzy,B,B
connected,B,A
nonchain,C,A
finding,C,A
century,D,C
calamari,B,B
amazing,B,A
shenanigans,A,A
knives,D,B
pictures,C,B
pictured,D,A
usual,B,B
within,C,B
atlanta,C,A
whichever,D,B
millionaires,C,A
swept,A,D
occupy,C,D
fight,C,B
sauteed,D,B
kampai,C,C
occurs,C,A
showed,C,B
afraid,C,B
shower,C,B
unphogettable,B,B
northwest,C,C
dashed,A,C
mixture,C,B
timing,C,C
goopy,C,B
ancho,D,A
accent,D,C
goood,B,E
accept,C,A
ancient,A,C
lengua,C,A
boiled,C,B
rarely,C,A
length,C,B
access,B,A
falafels,B,C
goose,D,A
cockroaches,D,E
mistake,C,B
cheeseburgers,C,B
observe,D,C
objects,C,B
authority,D,A
murphy,A,A
puttanesca,D,C
rowdy,D,A
usthe,C,A
mushy,C,A
music,C,B
goofy,C,B
musty,C,D
interior,C,B
greatthey,B,B
itive,C,B
nightthe,D,A
gazpacho,C,B
goods,C,B
itits,C,B
goodi,C,A
gooda,B,B
chickpeas,D,B
gooey,C,C
disrespectful,C,C
exterior,C,A
swirl,C,A
shimogamo,B,C
gonna,D,B
grazing,D,B
swipe,D,C
challenge,C,B
unaware,A,A
swiss,D,B
pepperonis,C,B
sensory,D,B
oomph,C,C
babysitter,D,A
hereand,C,C
rover,B,C
fifty,C,A
parfait,D,E
fifth,C,A
swift,A,C
swing,D,B
precooked,B,B
swill,C,D
lori,E,E
lord,D,C
artificial,B,B
loop,D,B
look,C,B
lons,C,D
lone,D,C
long,C,B
lomo,B,B
lomi,D,E
loli,B,A
lolo,E,B
lola,A,A
directv,B,C
growth,D,E
infront,B,B
forgotten,C,A
sichuan,C,A
inning,C,B
cloyingly,B,E
route,D,B
love,B,A
perfectly,C,B
lots,B,A
loud,B,B
vanilla,C,B
lost,D,B
loss,D,C
loti,A,C
lose,D,B
loan,B,D
loaf,C,B
load,C,B
field,C,B
maternity,B,C
sipping,A,B
round,C,B
perfected,C,B
frightening,D,B
brothers,D,B
fieri,D,A
loin,D,A
sidebar,A,C
adults,C,A
fiery,D,B
loft,D,C
logo,D,B
logs,D,D
should,C,B
contender,D,A
rouge,A,C
rough,C,B
fiend,C,E
youthis,B,B
mural,D,C
elegance,C,C
lock,D,B
loco,C,A
luau,B,A
shorts,C,A
distributed,C,D
lube,D,A
luck,C,B
lucy,C,A
gomen,C,D
shortcake,D,C
browned,C,A
refilled,C,B
hoagie,C,A
silicon,A,B
distributor,B,A
schedule,C,A
brownie,C,B
golly,D,B
strudel,C,A
familys,B,A
ravioli,C,A
excuses,C,C
artifacts,C,A
excused,A,C
compassionate,B,D
expired,B,B
golds,D,E
expires,D,E
satisfaction,C,B
filth,D,A
kidfriendly,B,C
edemame,B,D
serene,C,C
itfor,D,A
gastropub,B,B
sprawling,A,C
swank,D,C
fills,C,B
exquisitely,D,B
swamp,C,B
films,D,B
arrested,A,A
almighty,A,A
postal,C,A
homemade,C,B
central,D,B
poster,D,A
posted,C,B
files,C,D
filet,C,B
luxe,D,C
filed,C,A
timewe,D,C
symphony,D,C
swarm,B,D
timeso,D,E
lure,A,C
timesi,A,A
associate,C,B
timers,D,B
rosas,B,D
muted,A,A
angle,C,B
angel,D,B
anger,C,A
angie,C,D
impulse,D,C
lust,A,A
timemy,C,C
lush,C,C
timely,B,A
angry,D,B
luis,B,E
fascinating,C,A
timeit,C,D
timeif,D,C
angus,C,A
montana,C,D
responsible,C,B
affable,A,A
photographers,B,E
lump,C,C
luna,B,A
roses,C,A
lulu,D,A
rosie,C,C
luke,C,A
donuts,B,A
verbally,D,C
existed,C,B
public,D,B
lotthe,B,B
items,C,B
shoppe,C,A
privacy,C,B
vegan,D,B
vegas,C,B
oyster,C,B
miller,C,B
masked,C,A
equipment,B,A
interest,D,B
swear,D,B
sweat,C,B
healing,B,C
unethical,B,D
sweep,C,A
sweet,C,B
hurricane,C,A
bratwurst,A,C
pavilion,B,C
critique,C,A
swell,C,B
shoots,D,B
unkempt,B,C
overwhelm,D,A
measuring,D,C
turtles,B,B
sauces,C,B
saucer,D,A
saucei,C,A
chucks,D,E
series,C,B
sauced,C,B
remaining,D,B
enjoying,D,B
selective,B,B
playlist,C,B
apologies,D,C
minimal,C,A
sentiments,D,C
going,C,B
navigate,D,B
selection,B,A
mesquite,D,A
provide,C,A
selecting,D,B
midcentury,C,C
aromatic,A,C
skimped,B,D
cordon,D,B
private,C,B
spectacle,A,C
saganaki,B,D
proving,D,B
relaxation,C,B
verde,C,A
roped,C,C
ropes,D,C
placeso,C,E
verge,C,B
placesi,C,E
mississippi,C,A
heartbeat,D,A
organize,C,B
supplement,D,D
female,C,B
softshell,B,B
placeif,B,B
placeit,C,C
browsed,A,B
surprisingly,C,B
needles,C,C
bourbon,D,B
placemy,C,C
itbut,C,B
declined,C,C
swedish,D,A
proprietor,C,A
paranoid,D,B
medal,D,B
ripped,C,A
artisan,D,B
placewe,B,C
apologize,C,B
waitperson,B,D
caramelized,D,B
corner,C,B
corned,C,B
etiquette,D,C
media,D,B
blueberries,C,C
harass,C,C
lynn,A,C
apologizing,D,B
itand,D,B
inconvenienced,C,C
truffles,D,C
italy,D,B
pinball,A,A
itall,C,D
griddle,C,A
charlestons,B,D
church,D,C
breathtaking,C,C
spotting,D,B
cacti,D,C
mebut,A,B
specialist,B,D
bandwagon,D,B
monster,D,B
roots,C,C
mongolian,B,A
poutine,A,A
innout,B,A
ripoff,C,C
speciality,B,D
corona,C,B
specialize,C,B
roomi,C,A
misting,C,E
roomy,B,A
rooms,B,B
others,C,B
mecca,A,B
murder,C,C
jalapeo,C,B
satisfactory,C,A
caddy,D,C
churro,B,D
mediumrare,D,C
truffled,C,A
intestines,D,B
repurposed,B,C
interact,C,B
wondered,D,B
harbor,C,B
presentable,B,A
itself,C,B
remainder,D,A
means,C,B
meant,D,B
goooood,C,A
meand,D,A
meali,D,A
meals,B,A
mealy,C,B
gowns,D,B
microbrewery,B,B
meaty,D,B
meats,C,A
kitschy,C,C
personalized,C,B
groovy,A,B
majority,C,B
riverview,B,C
bonfire,B,C
cages,D,B
consider,C,B
squishy,D,A
curling,D,A
teenager,D,A
groove,D,D
roman,D,D
rhymes,D,B
pianist,D,C
twisted,A,B
connects,D,C
wonderful,B,A
portuguese,D,B
necklaces,D,C
attendant,D,A
conversion,A,A
hardly,C,B
artists,C,B
versa,C,C
cooperstown,B,B
bolognese,B,A
fajitas,B,A
caffe,D,C
harder,C,B
conversing,D,A
peeking,A,A
cafes,D,C
artfully,C,A
placing,C,B
multi,C,A
bountiful,D,B
gouda,D,B
medical,C,B
trainer,C,A
trained,B,B
shameful,A,B
seinfeld,D,B
deposit,C,D
fideo,B,B
promotional,B,C
defeats,C,C
cookbook,D,E
overlooking,C,B
roles,C,A
musthave,B,A
aftertaste,B,A
twostar,C,D
frittata,C,B
beverly,C,B
rolls,B,A
decorator,B,C
murals,D,C
tranquil,C,A
gouge,B,E
soothing,D,B
congregate,D,E
coleslaw,B,B
disservice,A,C
misters,C,B
bouquets,D,D
masses,D,B
clubbing,C,C
aficionados,C,B
classify,C,C
chunks,C,B
chunky,C,B
grocery,C,B
grocers,B,B
classics,C,B
classier,B,B
gotta,C,B
farther,B,A
megan,C,B
oldies,C,B
groups,C,B
insisting,D,C
boiling,A,C
ground,C,B
caterpillar,B,B
affordable,B,A
gothe,C,A
daniels,B,B
oozes,D,B
external,D,B
beware,B,A
oozed,D,B
grotto,B,C
meets,D,B
cable,C,A
eagerly,A,C
fiber,A,B
master,D,B
daycare,C,C
carnivorous,D,B
trailer,D,A
wondering,D,B
inconsiderate,C,A
yakisoba,B,A
designed,C,B
brueggers,B,E
designer,D,B
rotting,D,C
intentionally,C,A
decanter,C,C
creamiest,D,A
inviting,C,B
nutmeg,C,B
guacomole,B,B
airlines,C,C
quieter,B,A
tessios,B,D
lightrail,C,B
connoisseur,B,B
venti,C,D
vents,B,D
venue,C,B
ireland,D,C
decorated,C,B
forcing,A,A
gameworks,B,C
plantain,D,A
neimans,A,B
quietly,D,C
cabin,D,A
gorge,A,C
munch,D,C
wonton,B,A
balancing,D,B
prevalent,B,C
posing,A,C
fading,B,C
vacationing,B,D
observing,D,C
terrified,D,C
fianc,D,D
looooove,D,C
event,D,B
fruity,C,B
fruits,C,B
orderi,B,A
orderd,B,A
sunsets,D,C
toffee,D,B
orders,C,B
indicator,C,B
libations,A,E
wooden,D,B
commenting,B,B
loosely,D,A
unimaginative,D,B
pierre,E,B
every,C,B
everi,B,A
security,C,B
gifted,B,A
therapist,C,A
suggest,C,B
indicated,B,B
calls,D,A
indicates,C,C
cabanas,D,C
yelping,A,C
ordeal,D,B
elusive,D,C
continuously,C,E
misleading,C,A
caldo,D,B
stream,D,A
centers,D,B
circumstance,D,C
